index,Subj,age,Rating,pos,item,response,trial_type
59,4,5.280555556,1,noun,trial_10,1,same
60,6,6.086111111,1,noun,trial_10,0,same
61,8,6.1,0,noun,trial_10,0,same
62,10,6.127777778,0,noun,trial_10,1,same
63,12,6.041666667,0,noun,trial_10,1,same
64,14,6.077777778,1,noun,trial_10,1,same
65,16,5.988888889,1,noun,trial_10,1,same
66,18,6.052777778,1,noun,trial_10,1,same
67,20,6.008333333,0,noun,trial_10,0,same
68,22,5.016666667,0,noun,trial_10,0,same
69,26,5.211111111,1,noun,trial_10,1,same
70,30,6.011111111,1,noun,trial_10,1,same
71,34,6.075,0,noun,trial_10,0,same
72,38,6.530555556,1,noun,trial_10,1,same
73,40,6.111111111,1,noun,trial_10,1,same
74,42,5.963888889,1,noun,trial_10,1,same
75,45,5.486111111,0,noun,trial_10,1,same
76,47,6.688888889,1,noun,trial_10,1,same
77,48,5.755555556,0,noun,trial_10,0,same
78,50,6.386111111,0,noun,trial_10,1,same
79,52,5.986111111,1,noun,trial_10,0,same
80,55,6.755555556,0,noun,trial_10,0,same
81,58,5.063888889,1,noun,trial_10,0,same
82,61,6.361111111,1,noun,trial_10,1,same
83,65,6.730555556,1,noun,trial_10,0,same
84,67,5.888888889,0,noun,trial_10,0,same
85,69,6.888888889,0,noun,trial_10,1,same
86,71,5.305555556,0,noun,trial_10,1,same
87,73,5.227777778,0,noun,trial_10,1,same
88,75,6.597222222,1,noun,trial_10,0,same
89,78,6.444444444,1,noun,trial_10,1,same
90,79,5.983333333,0,noun,trial_10,1,same
91,81,6.722222222,1,noun,trial_10,1,same
92,82,5.619444444,1,noun,trial_10,1,same
93,84,6.85,0,noun,trial_10,1,same
94,86,5.722222222,0,noun,trial_10,0,same
95,89,5.702777778,0,noun,trial_10,1,same
96,91,5.597222222,0,noun,trial_10,0,same
97,92,6.544444444,1,noun,trial_10,1,same
98,94,5.755555556,1,noun,trial_10,1,same
99,96,6.788888889,1,noun,trial_10,1,same
100,99,5.983333333,0,noun,trial_10,1,same
101,100,5.586111111,1,noun,trial_10,0,same
102,103,5.880555556,0,noun,trial_10,0,same
103,104,5.175,1,noun,trial_10,1,same
104,106,6.552777778,0,noun,trial_10,1,same
105,108,6.875,1,noun,trial_10,1,same
106,111,5.108333333,0,noun,trial_10,0,same
107,113,5.502777778,0,noun,trial_10,1,same
108,117,5.744444444,0,noun,trial_10,1,same
109,118,6.213888889,1,noun,trial_10,1,same
110,121,5.927777778,0,noun,trial_10,1,same
111,124,6.5,1,noun,trial_10,1,same
112,126,6.536111111,0,noun,trial_10,1,same
113,3,6.647222222222222,1,noun,trial_11,1,mixed
114,5,5.483333333333333,1,noun,trial_11,1,mixed
115,7,6.188888888888889,0,noun,trial_11,1,mixed
116,11,6.380555555555556,0,noun,trial_11,1,mixed
117,13,6.030555555555556,1,noun,trial_11,0,mixed
118,15,6.080555555555556,1,noun,trial_11,1,mixed
119,17,5.722222222222222,1,noun,trial_11,1,mixed
120,21,6.036111111111111,0,noun,trial_11,0,mixed
121,23,6.188888888888889,0,noun,trial_11,1,mixed
122,31,6.044444444444444,0,noun,trial_11,1,mixed
123,33,6.002777777777778,0,noun,trial_11,1,mixed
124,35,6.066666666666666,0,noun,trial_11,1,mixed
125,37,6.408333333333333,1,noun,trial_11,1,mixed
126,39,6.111111111111111,1,noun,trial_11,1,mixed
127,41,5.522222222222222,1,noun,trial_11,1,mixed
128,43,6.161111111111111,0,noun,trial_11,1,mixed
129,44,6.358333333333333,1,noun,trial_11,1,mixed
130,46,5.486111111111111,0,noun,trial_11,0,mixed
131,49,6.716666666666667,0,noun,trial_11,1,mixed
132,51,5.636111111111111,1,noun,trial_11,1,mixed
133,53,6.394444444444445,0,noun,trial_11,0,mixed
134,54,6.661111111111111,0,noun,trial_11,1,mixed
135,56,5.794444444444444,0,noun,trial_11,1,mixed
136,59,5.055555555555555,1,noun,trial_11,1,mixed
137,60,6.580555555555556,0,noun,trial_11,1,mixed
138,62,6.025,1,noun,trial_11,1,mixed
139,63,5.538888888888889,1,noun,trial_11,1,mixed
140,66,5.805555555555555,1,noun,trial_11,1,mixed
141,68,6.305555555555555,0,noun,trial_11,1,mixed
142,70,5.655555555555556,0,noun,trial_11,1,mixed
143,72,5.305555555555555,0,noun,trial_11,1,mixed
144,74,5.380555555555556,0,noun,trial_11,1,mixed
145,76,5.408333333333333,0,noun,trial_11,1,mixed
146,77,6.080555555555556,0,noun,trial_11,1,mixed
147,80,5.491666666666666,1,noun,trial_11,1,mixed
148,83,5.6194444444444445,0,noun,trial_11,1,mixed
149,85,6.663888888888889,0,noun,trial_11,0,mixed
150,87,6.986111111111111,1,noun,trial_11,1,mixed
151,88,5.222222222222222,0,noun,trial_11,0,mixed
152,90,5.963888888888889,0,noun,trial_11,1,mixed
153,93,5.508333333333334,1,noun,trial_11,1,mixed
154,95,5.055555555555555,1,noun,trial_11,1,mixed
155,97,6.55,0,noun,trial_11,0,mixed
156,98,6.7,1,noun,trial_11,1,mixed
157,101,5.2444444444444445,1,noun,trial_11,0,mixed
158,102,6.8694444444444445,0,noun,trial_11,1,mixed
159,105,6.805555555555555,0,noun,trial_11,0,mixed
160,107,5.780555555555556,1,noun,trial_11,1,mixed
161,109,6.7444444444444445,0,noun,trial_11,1,mixed
162,110,6.747222222222222,1,noun,trial_11,1,mixed
163,114,5.502777777777778,0,noun,trial_11,0,mixed
164,115,5.230555555555555,0,noun,trial_11,1,mixed
165,116,6.436111111111111,1,noun,trial_11,1,mixed
166,119,6.358333333333333,1,noun,trial_11,1,mixed
167,120,5.927777777777778,0,noun,trial_11,0,mixed
168,122,5.652777777777778,0,noun,trial_11,0,mixed
169,123,5.075,0,noun,trial_11,1,mixed
170,125,6.922222222222223,1,noun,trial_11,1,mixed
171,127,6.997222222222222,0,noun,trial_11,0,mixed
172,4,5.280555556,1,noun,trial_11,1,mixed
173,6,6.086111111,1,noun,trial_11,1,mixed
174,8,6.1,0,noun,trial_11,0,mixed
175,10,6.127777778,0,noun,trial_11,1,mixed
176,12,6.041666667,0,noun,trial_11,1,mixed
177,14,6.077777778,1,noun,trial_11,1,mixed
178,16,5.988888889,1,noun,trial_11,1,mixed
179,18,6.052777778,1,noun,trial_11,1,mixed
180,20,6.008333333,0,noun,trial_11,0,mixed
181,22,5.016666667,0,noun,trial_11,1,mixed
182,26,5.211111111,1,noun,trial_11,0,mixed
183,30,6.011111111,1,noun,trial_11,1,mixed
184,34,6.075,0,noun,trial_11,1,mixed
185,38,6.530555556,1,noun,trial_11,1,mixed
186,40,6.111111111,1,noun,trial_11,1,mixed
187,42,5.963888889,1,noun,trial_11,1,mixed
188,45,5.486111111,0,noun,trial_11,1,mixed
189,47,6.688888889,1,noun,trial_11,1,mixed
190,48,5.755555556,0,noun,trial_11,1,mixed
191,50,6.386111111,0,noun,trial_11,1,mixed
192,52,5.986111111,1,noun,trial_11,0,mixed
193,55,6.755555556,0,noun,trial_11,1,mixed
194,58,5.063888889,1,noun,trial_11,1,mixed
195,61,6.361111111,1,noun,trial_11,1,mixed
196,65,6.730555556,1,noun,trial_11,1,mixed
197,67,5.888888889,0,noun,trial_11,1,mixed
198,69,6.888888889,0,noun,trial_11,0,mixed
199,71,5.305555556,0,noun,trial_11,1,mixed
200,73,5.227777778,0,noun,trial_11,1,mixed
201,75,6.597222222,1,noun,trial_11,1,mixed
202,78,6.444444444,1,noun,trial_11,1,mixed
203,79,5.983333333,0,noun,trial_11,1,mixed
204,81,6.722222222,1,noun,trial_11,0,mixed
205,82,5.619444444,1,noun,trial_11,1,mixed
206,84,6.85,0,noun,trial_11,1,mixed
207,86,5.722222222,0,noun,trial_11,0,mixed
208,89,5.702777778,0,noun,trial_11,1,mixed
209,91,5.597222222,0,noun,trial_11,1,mixed
210,92,6.544444444,1,noun,trial_11,1,mixed
211,94,5.755555556,1,noun,trial_11,0,mixed
212,96,6.788888889,1,noun,trial_11,0,mixed
213,99,5.983333333,0,noun,trial_11,0,mixed
214,100,5.586111111,1,noun,trial_11,0,mixed
215,103,5.880555556,0,noun,trial_11,0,mixed
216,104,5.175,1,noun,trial_11,1,mixed
217,106,6.552777778,0,noun,trial_11,1,mixed
218,108,6.875,1,noun,trial_11,1,mixed
219,111,5.108333333,0,noun,trial_11,1,mixed
220,113,5.502777778,0,noun,trial_11,1,mixed
221,117,5.744444444,0,noun,trial_11,0,mixed
222,118,6.213888889,1,noun,trial_11,1,mixed
223,121,5.927777778,0,noun,trial_11,1,mixed
224,124,6.5,1,noun,trial_11,1,mixed
225,126,6.536111111,0,noun,trial_11,1,mixed
226,3,6.647222222222222,1,noun,trial_12,1,mixed
227,5,5.483333333333333,1,noun,trial_12,0,mixed
228,7,6.188888888888889,0,noun,trial_12,1,mixed
229,11,6.380555555555556,0,noun,trial_12,1,mixed
230,13,6.030555555555556,1,noun,trial_12,0,mixed
231,15,6.080555555555556,1,noun,trial_12,1,mixed
232,17,5.722222222222222,1,noun,trial_12,0,mixed
233,21,6.036111111111111,0,noun,trial_12,1,mixed
234,23,6.188888888888889,0,noun,trial_12,1,mixed
235,31,6.044444444444444,0,noun,trial_12,1,mixed
236,33,6.002777777777778,0,noun,trial_12,1,mixed
237,35,6.066666666666666,0,noun,trial_12,1,mixed
238,37,6.408333333333333,1,noun,trial_12,0,mixed
239,39,6.111111111111111,1,noun,trial_12,1,mixed
240,41,5.522222222222222,1,noun,trial_12,0,mixed
241,43,6.161111111111111,0,noun,trial_12,0,mixed
242,44,6.358333333333333,1,noun,trial_12,1,mixed
243,46,5.486111111111111,0,noun,trial_12,0,mixed
244,49,6.716666666666667,0,noun,trial_12,1,mixed
245,51,5.636111111111111,1,noun,trial_12,1,mixed
246,53,6.394444444444445,0,noun,trial_12,0,mixed
247,54,6.661111111111111,0,noun,trial_12,1,mixed
248,56,5.794444444444444,0,noun,trial_12,0,mixed
249,59,5.055555555555555,1,noun,trial_12,1,mixed
250,60,6.580555555555556,0,noun,trial_12,0,mixed
251,62,6.025,1,noun,trial_12,1,mixed
252,63,5.538888888888889,1,noun,trial_12,1,mixed
253,66,5.805555555555555,1,noun,trial_12,0,mixed
254,68,6.305555555555555,0,noun,trial_12,1,mixed
255,70,5.655555555555556,0,noun,trial_12,1,mixed
256,72,5.305555555555555,0,noun,trial_12,1,mixed
257,74,5.380555555555556,0,noun,trial_12,1,mixed
258,76,5.408333333333333,0,noun,trial_12,1,mixed
259,77,6.080555555555556,0,noun,trial_12,1,mixed
260,80,5.491666666666666,1,noun,trial_12,0,mixed
261,83,5.6194444444444445,0,noun,trial_12,1,mixed
262,85,6.663888888888889,0,noun,trial_12,0,mixed
263,87,6.986111111111111,1,noun,trial_12,1,mixed
264,88,5.222222222222222,0,noun,trial_12,1,mixed
265,90,5.963888888888889,0,noun,trial_12,1,mixed
266,93,5.508333333333334,1,noun,trial_12,1,mixed
267,95,5.055555555555555,1,noun,trial_12,1,mixed
268,97,6.55,0,noun,trial_12,1,mixed
269,98,6.7,1,noun,trial_12,1,mixed
270,101,5.2444444444444445,1,noun,trial_12,0,mixed
271,102,6.8694444444444445,0,noun,trial_12,1,mixed
272,105,6.805555555555555,0,noun,trial_12,1,mixed
273,107,5.780555555555556,1,noun,trial_12,1,mixed
274,109,6.7444444444444445,0,noun,trial_12,1,mixed
275,110,6.747222222222222,1,noun,trial_12,1,mixed
276,114,5.502777777777778,0,noun,trial_12,1,mixed
277,115,5.230555555555555,0,noun,trial_12,1,mixed
278,116,6.436111111111111,1,noun,trial_12,1,mixed
279,119,6.358333333333333,1,noun,trial_12,1,mixed
280,120,5.927777777777778,0,noun,trial_12,0,mixed
281,122,5.652777777777778,0,noun,trial_12,0,mixed
282,123,5.075,0,noun,trial_12,0,mixed
283,125,6.922222222222223,1,noun,trial_12,1,mixed
284,127,6.997222222222222,0,noun,trial_12,1,mixed
285,4,5.280555556,1,noun,trial_12,1,same
286,6,6.086111111,1,noun,trial_12,1,same
287,8,6.1,0,noun,trial_12,0,same
288,10,6.127777778,0,noun,trial_12,1,same
289,12,6.041666667,0,noun,trial_12,1,same
290,14,6.077777778,1,noun,trial_12,1,same
291,16,5.988888889,1,noun,trial_12,1,same
292,18,6.052777778,1,noun,trial_12,0,same
293,20,6.008333333,0,noun,trial_12,1,same
294,22,5.016666667,0,noun,trial_12,1,same
295,26,5.211111111,1,noun,trial_12,1,same
296,30,6.011111111,1,noun,trial_12,1,same
297,34,6.075,0,noun,trial_12,1,same
298,38,6.530555556,1,noun,trial_12,1,same
299,40,6.111111111,1,noun,trial_12,1,same
300,42,5.963888889,1,noun,trial_12,1,same
301,45,5.486111111,0,noun,trial_12,0,same
302,47,6.688888889,1,noun,trial_12,1,same
303,48,5.755555556,0,noun,trial_12,1,same
304,50,6.386111111,0,noun,trial_12,1,same
305,52,5.986111111,1,noun,trial_12,0,same
306,55,6.755555556,0,noun,trial_12,1,same
307,58,5.063888889,1,noun,trial_12,1,same
308,61,6.361111111,1,noun,trial_12,1,same
309,65,6.730555556,1,noun,trial_12,1,same
310,67,5.888888889,0,noun,trial_12,1,same
311,69,6.888888889,0,noun,trial_12,0,same
312,71,5.305555556,0,noun,trial_12,1,same
313,73,5.227777778,0,noun,trial_12,1,same
314,75,6.597222222,1,noun,trial_12,0,same
315,78,6.444444444,1,noun,trial_12,1,same
316,79,5.983333333,0,noun,trial_12,1,same
317,81,6.722222222,1,noun,trial_12,1,same
318,82,5.619444444,1,noun,trial_12,1,same
319,84,6.85,0,noun,trial_12,1,same
320,86,5.722222222,0,noun,trial_12,0,same
321,89,5.702777778,0,noun,trial_12,1,same
322,91,5.597222222,0,noun,trial_12,1,same
323,92,6.544444444,1,noun,trial_12,1,same
324,94,5.755555556,1,noun,trial_12,1,same
325,96,6.788888889,1,noun,trial_12,0,same
326,99,5.983333333,0,noun,trial_12,1,same
327,100,5.586111111,1,noun,trial_12,0,same
328,103,5.880555556,0,noun,trial_12,0,same
329,104,5.175,1,noun,trial_12,1,same
330,106,6.552777778,0,noun,trial_12,1,same
331,108,6.875,1,noun,trial_12,1,same
332,111,5.108333333,0,noun,trial_12,1,same
333,113,5.502777778,0,noun,trial_12,1,same
334,117,5.744444444,0,noun,trial_12,1,same
335,118,6.213888889,1,noun,trial_12,1,same
336,121,5.927777778,0,noun,trial_12,1,same
337,124,6.5,1,noun,trial_12,1,same
338,126,6.536111111,0,noun,trial_12,1,same
339,3,6.647222222222222,1,noun,trial_13,1,mixed
340,5,5.483333333333333,1,noun,trial_13,1,mixed
341,7,6.188888888888889,0,noun,trial_13,1,mixed
342,11,6.380555555555556,0,noun,trial_13,1,mixed
343,13,6.030555555555556,1,noun,trial_13,1,mixed
344,15,6.080555555555556,1,noun,trial_13,1,mixed
345,17,5.722222222222222,1,noun,trial_13,1,mixed
346,21,6.036111111111111,0,noun,trial_13,0,mixed
347,23,6.188888888888889,0,noun,trial_13,1,mixed
348,31,6.044444444444444,0,noun,trial_13,1,mixed
349,33,6.002777777777778,0,noun,trial_13,1,mixed
350,35,6.066666666666666,0,noun,trial_13,0,mixed
351,37,6.408333333333333,1,noun,trial_13,0,mixed
352,39,6.111111111111111,1,noun,trial_13,1,mixed
353,41,5.522222222222222,1,noun,trial_13,1,mixed
354,43,6.161111111111111,0,noun,trial_13,1,mixed
355,44,6.358333333333333,1,noun,trial_13,1,mixed
356,46,5.486111111111111,0,noun,trial_13,0,mixed
357,49,6.716666666666667,0,noun,trial_13,1,mixed
358,51,5.636111111111111,1,noun,trial_13,1,mixed
359,53,6.394444444444445,0,noun,trial_13,1,mixed
360,54,6.661111111111111,0,noun,trial_13,1,mixed
361,56,5.794444444444444,0,noun,trial_13,1,mixed
362,59,5.055555555555555,1,noun,trial_13,1,mixed
363,60,6.580555555555556,0,noun,trial_13,1,mixed
364,62,6.025,1,noun,trial_13,1,mixed
365,63,5.538888888888889,1,noun,trial_13,1,mixed
366,66,5.805555555555555,1,noun,trial_13,1,mixed
367,68,6.305555555555555,0,noun,trial_13,1,mixed
368,70,5.655555555555556,0,noun,trial_13,1,mixed
369,72,5.305555555555555,0,noun,trial_13,0,mixed
370,74,5.380555555555556,0,noun,trial_13,0,mixed
371,76,5.408333333333333,0,noun,trial_13,1,mixed
372,77,6.080555555555556,0,noun,trial_13,1,mixed
373,80,5.491666666666666,1,noun,trial_13,1,mixed
374,83,5.6194444444444445,0,noun,trial_13,1,mixed
375,85,6.663888888888889,0,noun,trial_13,1,mixed
376,87,6.986111111111111,1,noun,trial_13,0,mixed
377,88,5.222222222222222,0,noun,trial_13,1,mixed
378,90,5.963888888888889,0,noun,trial_13,0,mixed
379,93,5.508333333333334,1,noun,trial_13,0,mixed
380,95,5.055555555555555,1,noun,trial_13,1,mixed
381,97,6.55,0,noun,trial_13,0,mixed
382,98,6.7,1,noun,trial_13,1,mixed
383,101,5.2444444444444445,1,noun,trial_13,0,mixed
384,102,6.8694444444444445,0,noun,trial_13,1,mixed
385,105,6.805555555555555,0,noun,trial_13,1,mixed
386,107,5.780555555555556,1,noun,trial_13,0,mixed
387,109,6.7444444444444445,0,noun,trial_13,1,mixed
388,110,6.747222222222222,1,noun,trial_13,1,mixed
389,114,5.502777777777778,0,noun,trial_13,1,mixed
390,115,5.230555555555555,0,noun,trial_13,0,mixed
391,116,6.436111111111111,1,noun,trial_13,1,mixed
392,119,6.358333333333333,1,noun,trial_13,1,mixed
393,120,5.927777777777778,0,noun,trial_13,0,mixed
394,122,5.652777777777778,0,noun,trial_13,0,mixed
395,123,5.075,0,noun,trial_13,1,mixed
396,125,6.922222222222223,1,noun,trial_13,1,mixed
397,127,6.997222222222222,0,noun,trial_13,0,mixed
398,4,5.280555556,1,noun,trial_13,0,same
399,6,6.086111111,1,noun,trial_13,1,same
400,8,6.1,0,noun,trial_13,0,same
401,10,6.127777778,0,noun,trial_13,1,same
402,12,6.041666667,0,noun,trial_13,0,same
403,14,6.077777778,1,noun,trial_13,1,same
404,16,5.988888889,1,noun,trial_13,0,same
405,18,6.052777778,1,noun,trial_13,1,same
406,20,6.008333333,0,noun,trial_13,0,same
407,22,5.016666667,0,noun,trial_13,0,same
408,26,5.211111111,1,noun,trial_13,1,same
409,30,6.011111111,1,noun,trial_13,1,same
410,34,6.075,0,noun,trial_13,1,same
411,38,6.530555556,1,noun,trial_13,0,same
412,40,6.111111111,1,noun,trial_13,1,same
413,42,5.963888889,1,noun,trial_13,1,same
414,45,5.486111111,0,noun,trial_13,1,same
415,47,6.688888889,1,noun,trial_13,1,same
416,48,5.755555556,0,noun,trial_13,0,same
417,50,6.386111111,0,noun,trial_13,1,same
418,52,5.986111111,1,noun,trial_13,0,same
419,55,6.755555556,0,noun,trial_13,1,same
420,58,5.063888889,1,noun,trial_13,0,same
421,61,6.361111111,1,noun,trial_13,1,same
422,65,6.730555556,1,noun,trial_13,1,same
423,67,5.888888889,0,noun,trial_13,0,same
424,69,6.888888889,0,noun,trial_13,0,same
425,71,5.305555556,0,noun,trial_13,0,same
426,73,5.227777778,0,noun,trial_13,1,same
427,75,6.597222222,1,noun,trial_13,1,same
428,78,6.444444444,1,noun,trial_13,1,same
429,79,5.983333333,0,noun,trial_13,1,same
430,81,6.722222222,1,noun,trial_13,1,same
431,82,5.619444444,1,noun,trial_13,1,same
432,84,6.85,0,noun,trial_13,1,same
433,86,5.722222222,0,noun,trial_13,1,same
434,89,5.702777778,0,noun,trial_13,1,same
435,91,5.597222222,0,noun,trial_13,0,same
436,92,6.544444444,1,noun,trial_13,1,same
437,94,5.755555556,1,noun,trial_13,1,same
438,96,6.788888889,1,noun,trial_13,1,same
439,99,5.983333333,0,noun,trial_13,1,same
440,100,5.586111111,1,noun,trial_13,1,same
441,103,5.880555556,0,noun,trial_13,1,same
442,104,5.175,1,noun,trial_13,1,same
443,106,6.552777778,0,noun,trial_13,1,same
444,108,6.875,1,noun,trial_13,1,same
445,111,5.108333333,0,noun,trial_13,0,same
446,113,5.502777778,0,noun,trial_13,1,same
447,117,5.744444444,0,noun,trial_13,1,same
448,118,6.213888889,1,noun,trial_13,1,same
449,121,5.927777778,0,noun,trial_13,1,same
450,124,6.5,1,noun,trial_13,1,same
451,126,6.536111111,0,noun,trial_13,1,same
452,3,6.647222222222222,1,noun,trial_14,1,same
453,5,5.483333333333333,1,noun,trial_14,1,same
454,7,6.188888888888889,0,noun,trial_14,1,same
455,11,6.380555555555556,0,noun,trial_14,1,same
456,13,6.030555555555556,1,noun,trial_14,1,same
457,15,6.080555555555556,1,noun,trial_14,1,same
458,17,5.722222222222222,1,noun,trial_14,0,same
459,21,6.036111111111111,0,noun,trial_14,1,same
460,23,6.188888888888889,0,noun,trial_14,0,same
461,31,6.044444444444444,0,noun,trial_14,0,same
462,33,6.002777777777778,0,noun,trial_14,1,same
463,35,6.066666666666666,0,noun,trial_14,1,same
464,37,6.408333333333333,1,noun,trial_14,0,same
465,39,6.111111111111111,1,noun,trial_14,1,same
466,41,5.522222222222222,1,noun,trial_14,1,same
467,43,6.161111111111111,0,noun,trial_14,1,same
468,44,6.358333333333333,1,noun,trial_14,1,same
469,46,5.486111111111111,0,noun,trial_14,0,same
470,49,6.716666666666667,0,noun,trial_14,1,same
471,51,5.636111111111111,1,noun,trial_14,1,same
472,53,6.394444444444445,0,noun,trial_14,1,same
473,54,6.661111111111111,0,noun,trial_14,0,same
474,56,5.794444444444444,0,noun,trial_14,0,same
475,59,5.055555555555555,1,noun,trial_14,1,same
476,60,6.580555555555556,0,noun,trial_14,1,same
477,62,6.025,1,noun,trial_14,1,same
478,63,5.538888888888889,1,noun,trial_14,0,same
479,66,5.805555555555555,1,noun,trial_14,1,same
480,68,6.305555555555555,0,noun,trial_14,1,same
481,70,5.655555555555556,0,noun,trial_14,0,same
482,72,5.305555555555555,0,noun,trial_14,0,same
483,74,5.380555555555556,0,noun,trial_14,1,same
484,76,5.408333333333333,0,noun,trial_14,1,same
485,77,6.080555555555556,0,noun,trial_14,1,same
486,80,5.491666666666666,1,noun,trial_14,1,same
487,83,5.6194444444444445,0,noun,trial_14,1,same
488,85,6.663888888888889,0,noun,trial_14,1,same
489,87,6.986111111111111,1,noun,trial_14,1,same
490,88,5.222222222222222,0,noun,trial_14,1,same
491,90,5.963888888888889,0,noun,trial_14,1,same
492,93,5.508333333333334,1,noun,trial_14,1,same
493,95,5.055555555555555,1,noun,trial_14,1,same
494,97,6.55,0,noun,trial_14,0,same
495,98,6.7,1,noun,trial_14,0,same
496,101,5.2444444444444445,1,noun,trial_14,1,same
497,102,6.8694444444444445,0,noun,trial_14,1,same
498,105,6.805555555555555,0,noun,trial_14,0,same
499,107,5.780555555555556,1,noun,trial_14,1,same
500,109,6.7444444444444445,0,noun,trial_14,1,same
501,110,6.747222222222222,1,noun,trial_14,1,same
502,114,5.502777777777778,0,noun,trial_14,1,same
503,115,5.230555555555555,0,noun,trial_14,1,same
504,116,6.436111111111111,1,noun,trial_14,1,same
505,119,6.358333333333333,1,noun,trial_14,1,same
506,120,5.927777777777778,0,noun,trial_14,0,same
507,122,5.652777777777778,0,noun,trial_14,1,same
508,123,5.075,0,noun,trial_14,0,same
509,125,6.922222222222223,1,noun,trial_14,1,same
510,127,6.997222222222222,0,noun,trial_14,0,same
511,4,5.280555556,1,noun,trial_14,1,mixed
512,6,6.086111111,1,noun,trial_14,1,mixed
513,8,6.1,0,noun,trial_14,0,mixed
514,10,6.127777778,0,noun,trial_14,1,mixed
515,12,6.041666667,0,noun,trial_14,1,mixed
516,14,6.077777778,1,noun,trial_14,1,mixed
517,16,5.988888889,1,noun,trial_14,1,mixed
518,18,6.052777778,1,noun,trial_14,1,mixed
519,20,6.008333333,0,noun,trial_14,0,mixed
520,22,5.016666667,0,noun,trial_14,0,mixed
521,26,5.211111111,1,noun,trial_14,1,mixed
522,30,6.011111111,1,noun,trial_14,1,mixed
523,34,6.075,0,noun,trial_14,0,mixed
524,38,6.530555556,1,noun,trial_14,1,mixed
525,40,6.111111111,1,noun,trial_14,1,mixed
526,42,5.963888889,1,noun,trial_14,1,mixed
527,45,5.486111111,0,noun,trial_14,0,mixed
528,47,6.688888889,1,noun,trial_14,1,mixed
529,48,5.755555556,0,noun,trial_14,0,mixed
530,50,6.386111111,0,noun,trial_14,0,mixed
531,52,5.986111111,1,noun,trial_14,1,mixed
532,55,6.755555556,0,noun,trial_14,0,mixed
533,58,5.063888889,1,noun,trial_14,1,mixed
534,61,6.361111111,1,noun,trial_14,1,mixed
535,65,6.730555556,1,noun,trial_14,0,mixed
536,67,5.888888889,0,noun,trial_14,1,mixed
537,69,6.888888889,0,noun,trial_14,0,mixed
538,71,5.305555556,0,noun,trial_14,0,mixed
539,73,5.227777778,0,noun,trial_14,0,mixed
540,75,6.597222222,1,noun,trial_14,0,mixed
541,78,6.444444444,1,noun,trial_14,1,mixed
542,79,5.983333333,0,noun,trial_14,1,mixed
543,81,6.722222222,1,noun,trial_14,1,mixed
544,82,5.619444444,1,noun,trial_14,1,mixed
545,84,6.85,0,noun,trial_14,1,mixed
546,86,5.722222222,0,noun,trial_14,0,mixed
547,89,5.702777778,0,noun,trial_14,1,mixed
548,91,5.597222222,0,noun,trial_14,1,mixed
549,92,6.544444444,1,noun,trial_14,1,mixed
550,94,5.755555556,1,noun,trial_14,1,mixed
551,96,6.788888889,1,noun,trial_14,1,mixed
552,99,5.983333333,0,noun,trial_14,1,mixed
553,100,5.586111111,1,noun,trial_14,0,mixed
554,103,5.880555556,0,noun,trial_14,0,mixed
555,104,5.175,1,noun,trial_14,1,mixed
556,106,6.552777778,0,noun,trial_14,1,mixed
557,108,6.875,1,noun,trial_14,1,mixed
558,111,5.108333333,0,noun,trial_14,1,mixed
559,113,5.502777778,0,noun,trial_14,1,mixed
560,117,5.744444444,0,noun,trial_14,1,mixed
561,118,6.213888889,1,noun,trial_14,1,mixed
562,121,5.927777778,0,noun,trial_14,1,mixed
563,124,6.5,1,noun,trial_14,1,mixed
564,126,6.536111111,0,noun,trial_14,0,mixed
565,3,6.647222222222222,1,noun,trial_15,1,same
566,5,5.483333333333333,1,noun,trial_15,1,same
567,7,6.188888888888889,0,noun,trial_15,1,same
568,11,6.380555555555556,0,noun,trial_15,1,same
569,13,6.030555555555556,1,noun,trial_15,1,same
570,15,6.080555555555556,1,noun,trial_15,0,same
571,17,5.722222222222222,1,noun,trial_15,1,same
572,21,6.036111111111111,0,noun,trial_15,0,same
573,23,6.188888888888889,0,noun,trial_15,0,same
574,31,6.044444444444444,0,noun,trial_15,0,same
575,33,6.002777777777778,0,noun,trial_15,1,same
576,35,6.066666666666666,0,noun,trial_15,0,same
577,37,6.408333333333333,1,noun,trial_15,0,same
578,39,6.111111111111111,1,noun,trial_15,1,same
579,41,5.522222222222222,1,noun,trial_15,0,same
580,43,6.161111111111111,0,noun,trial_15,0,same
581,44,6.358333333333333,1,noun,trial_15,0,same
582,46,5.486111111111111,0,noun,trial_15,1,same
583,49,6.716666666666667,0,noun,trial_15,0,same
584,51,5.636111111111111,1,noun,trial_15,0,same
585,53,6.394444444444445,0,noun,trial_15,0,same
586,54,6.661111111111111,0,noun,trial_15,0,same
587,56,5.794444444444444,0,noun,trial_15,1,same
588,59,5.055555555555555,1,noun,trial_15,0,same
589,60,6.580555555555556,0,noun,trial_15,0,same
590,62,6.025,1,noun,trial_15,0,same
591,63,5.538888888888889,1,noun,trial_15,1,same
592,66,5.805555555555555,1,noun,trial_15,1,same
593,68,6.305555555555555,0,noun,trial_15,0,same
594,70,5.655555555555556,0,noun,trial_15,0,same
595,72,5.305555555555555,0,noun,trial_15,0,same
596,74,5.380555555555556,0,noun,trial_15,0,same
597,76,5.408333333333333,0,noun,trial_15,1,same
598,77,6.080555555555556,0,noun,trial_15,1,same
